close_utc,ts_close,model_month,u0,u1,u2,u3,u4,act_idx,target,forced_hold,reason,decided_at,lag_h
2026-09-25T00:00:00Z,1790294400,2026-09-01,0.837278425693512,0.9725819230079651,1.153066635131836,1.2604273557662964,1.3648101091384888,4,1.0,0,,2026-09-25T00:20:00Z,0.33
