close_utc,ts_close,model_month,u0,u1,u2,u3,u4,act_idx,target,forced_hold,reason,decided_at,lag_h
2026-09-25T00:00:00Z,1790294400,2026-09-01,0.7978981137275696,0.925656795501709,1.0971063375473022,1.2014962434768677,1.2957689762115479,4,1.0,0,,2026-09-25T00:20:00Z,0.33
