close_utc,ts_close,model_month,u0,u1,u2,u3,u4,act_idx,target,forced_hold,reason,decided_at,lag_h
2026-09-25T00:00:00Z,1790294400,2026-09-01,0.7488332986831665,0.8863679766654968,1.0804414749145508,1.1965373754501343,1.3021286725997925,4,1.0,0,,2026-09-25T00:20:00Z,0.33
