close_utc,ts_close,model_month,u0,u1,u2,u3,u4,act_idx,target,forced_hold,reason,decided_at,lag_h
2026-09-25T00:00:00Z,1790294400,2026-09-01,0.7556607127189636,0.8943367600440979,1.077399730682373,1.1706527471542358,1.272943139076233,4,1.0,0,,2026-09-25T00:20:00Z,0.33
