ts_utc_seconds,funding_rate_per_8h,source
1480392000,-0.000497,bitmex_XBTUSD
1480420800,-0.000237,bitmex_XBTUSD
1480449600,0.000316,bitmex_XBTUSD
1480478400,-0.000749,bitmex_XBTUSD
1480507200,-6.4e-05,bitmex_XBTUSD
1480536000,0.000357,bitmex_XBTUSD
1480564800,0.000321,bitmex_XBTUSD
1480593600,0.000313,bitmex_XBTUSD
1480622400,0.000362,bitmex_XBTUSD
1480651200,0.001303,bitmex_XBTUSD
1480680000,0.001023,bitmex_XBTUSD
1480708800,0.001222,bitmex_XBTUSD
1480737600,0.000554,bitmex_XBTUSD
1480766400,0.000899,bitmex_XBTUSD
1480795200,0.000349,bitmex_XBTUSD
1480824000,0.000332,bitmex_XBTUSD
1480852800,0.000352,bitmex_XBTUSD
1480881600,0.000785,bitmex_XBTUSD
1480910400,0.000997,bitmex_XBTUSD
1480939200,0.002658,bitmex_XBTUSD
1480968000,0.000869,bitmex_XBTUSD
1480996800,0.000284,bitmex_XBTUSD
1481025600,0.000706,bitmex_XBTUSD
1481054400,0.00021,bitmex_XBTUSD
1481083200,-0.001011,bitmex_XBTUSD
1481112000,6e-06,bitmex_XBTUSD
1481140800,0.00014,bitmex_XBTUSD
1481169600,-0.000255,bitmex_XBTUSD
1481198400,-0.000584,bitmex_XBTUSD
1481227200,-0.000364,bitmex_XBTUSD
1481256000,9.6e-05,bitmex_XBTUSD
1481284800,9.1e-05,bitmex_XBTUSD
1481313600,9.8e-05,bitmex_XBTUSD
1481342400,8.8e-05,bitmex_XBTUSD
1481371200,7.7e-05,bitmex_XBTUSD
1481400000,0.0003,bitmex_XBTUSD
1481428800,0.001261,bitmex_XBTUSD
1481457600,0.000191,bitmex_XBTUSD
1481486400,2.5e-05,bitmex_XBTUSD
1481515200,2.5e-05,bitmex_XBTUSD
1481544000,2.4e-05,bitmex_XBTUSD
1481572800,6e-06,bitmex_XBTUSD
1481601600,0.000159,bitmex_XBTUSD
1481630400,0.001098,bitmex_XBTUSD
1481659200,0.000688,bitmex_XBTUSD
1481688000,-0.000401,bitmex_XBTUSD
1481716800,-3.1e-05,bitmex_XBTUSD
1481745600,3.4e-05,bitmex_XBTUSD
1481774400,-0.000992,bitmex_XBTUSD
1481803200,7.7e-05,bitmex_XBTUSD
1481832000,0.000536,bitmex_XBTUSD
1481860800,0.000274,bitmex_XBTUSD
1481889600,0.001047,bitmex_XBTUSD
1481918400,0.001102,bitmex_XBTUSD
1481947200,0.000109,bitmex_XBTUSD
1481976000,0.000129,bitmex_XBTUSD
1482004800,0.000158,bitmex_XBTUSD
1482033600,0.000138,bitmex_XBTUSD
1482062400,0.00018,bitmex_XBTUSD
1482091200,0.000137,bitmex_XBTUSD
1482120000,-0.000593,bitmex_XBTUSD
1482148800,0.0001,bitmex_XBTUSD
1482177600,-1.3e-05,bitmex_XBTUSD
1482206400,6.2e-05,bitmex_XBTUSD
1482235200,0.000105,bitmex_XBTUSD
1482264000,-0.000312,bitmex_XBTUSD
1482292800,0.000139,bitmex_XBTUSD
1482321600,0.000636,bitmex_XBTUSD
1482350400,5.2e-05,bitmex_XBTUSD
1482379200,0.000491,bitmex_XBTUSD
1482408000,0.001698,bitmex_XBTUSD
