close_utc,ts_close,model_month,u0,u1,act_idx,target,forced_hold,reason,decided_at,lag_h
2026-09-25T00:00:00Z,1790294400,2026-09-01,1.5529624223709106,2.1629929542541504,1,1.0,0,,2026-09-25T00:20:00Z,0.33
